"sno","repo_name","repo_url","description","stars","language","last_updated","scraped_at","has_features","feature_count","feature_info","is_accessible","accessibility_info","validated_at","id","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","hasWiki","isArchived","isDisabled","isLocked","languages","topics"
"595","mileoudi/Software-Engineering-Project","https://github.com/mileoudi/Software-Engineering-Project","This repository contains the deliverables of the Xplore project, an educational storytelling web application designed to make learning more engaging through interactive stories and riddles.","2","Gherkin","2025-12-26T00:30:05Z","2026-04-06T15:26:23.948848","true","3","3 .feature files found","true","OK","2026-04-10T08:14:02Z","984725507","false","53","2","0","1","Gherkin","main","","","2","2","4","5159","2025-05-16T12:03:29Z","2025-12-26T00:30:05Z","2025-12-26T00:30:09Z","0","0","2","0","true","false","false","false","",""
"596","BRP-API/Haal-Centraal-BRP-Update-API","https://github.com/BRP-API/Haal-Centraal-BRP-Update-API","N/A","2","Gherkin","2026-03-31T05:57:49Z","2026-04-06T15:26:23.948852","true","3","3 .feature files found","true","OK","2026-04-10T08:14:07Z","271727800","false","264","10","0","5","Gherkin","master","Other","https://brp-api.github.io/Haal-Centraal-BRP-Update-API/","2","2","7","2038","2020-06-12T06:41:17Z","2026-03-31T05:57:49Z","2026-03-31T05:57:42Z","27","27","104","1","true","false","false","false","",""
"597","ozkary/Sharepoint-Angularjs-SPA","https://github.com/ozkary/Sharepoint-Angularjs-SPA","Visual Studio SharePoint AngularJS SPA","2","Gherkin","2015-11-24T03:02:00Z","2026-04-06T15:26:23.948856","true","3","3 .feature files found","true","OK","2026-04-10T08:14:12Z","46762203","false","2","1","0","0","Cucumber","master","","","2","2","0","486","2015-11-24T02:37:41Z","2015-11-24T03:02:00Z","2016-01-05T10:52:26Z","0","0","0","0","true","false","false","false","",""
"598","ithemes/wp-cli-backups","https://github.com/ithemes/wp-cli-backups","N/A","2","Gherkin","2025-05-14T23:30:48Z","2026-04-06T15:26:23.948859","true","3","3 .feature files found","true","OK","2026-04-10T08:14:17Z","983078038","false","7","1","2","1","Gherkin","main","","","2","2","0","18","2025-05-13T20:59:59Z","2025-05-14T23:30:48Z","2025-05-14T23:30:06Z","0","0","0","0","false","false","false","false","",""
"599","faisalbasra/JavaPlaywrightWebDriver","https://github.com/faisalbasra/JavaPlaywrightWebDriver","Java Playwright Cucumber QuickStart Template ","2","Gherkin","2023-08-28T12:38:16Z","2026-04-06T15:26:23.948890","true","3","3 .feature files found","true","OK","2026-04-10T08:14:56Z","683997039","false","12","1","0","0","Gherkin","main","MIT License","","2","2","0","28","2023-08-28T08:25:57Z","2023-08-28T12:38:16Z","2024-05-07T11:00:53Z","0","0","0","0","true","false","false","false","",""
"600","ancgci/BDD-Ultima","https://github.com/ancgci/BDD-Ultima","Atividade realizada durante aprendizado do uso do BDD  usando Gherkin em desenvolvimento para Analista de Teste de Software","2","Gherkin","2023-09-01T03:31:00Z","2026-04-06T15:26:23.948938","true","3","3 .feature files found","true","OK","2026-04-10T08:15:58Z","685712752","false","4","1","0","0","Gherkin","main","","","2","2","0","319","2023-08-31T20:51:35Z","2023-09-01T03:31:00Z","2023-09-01T12:00:45Z","0","0","0","0","true","false","false","false","",""
"601","Wellinne/Delivery","https://github.com/Wellinne/Delivery","N/A","2","Gherkin","2023-04-19T10:53:15Z","2026-04-06T15:26:23.948978","true","3","3 .feature files found","true","OK","2026-04-10T08:16:54Z","593613437","false","22","1","0","6","Gherkin","main","","","2","2","3","224","2023-01-26T12:56:55Z","2023-04-19T10:53:15Z","2025-03-19T16:30:44Z","4","4","6","3","true","false","false","false","",""
"602","hcasaes/BDD_ProjetoUS","https://github.com/hcasaes/BDD_ProjetoUS","Exemplo de Documentação convertida em BDD usando Gherkin.","2","Gherkin","2023-09-10T06:02:16Z","2026-04-06T15:26:23.949041","true","3","3 .feature files found","true","OK","2026-04-10T08:18:19Z","689538904","false","1","1","0","0","Gherkin","main","","","2","2","0","319","2023-09-10T06:01:45Z","2023-09-10T06:02:16Z","2023-09-10T09:17:23Z","0","0","0","0","true","false","false","false","",""
"603","ErickChagas123/desafio-qa-lacrei-saude","https://github.com/ErickChagas123/desafio-qa-lacrei-saude","N/A","2","Gherkin","2026-03-23T22:24:33Z","2026-04-06T15:26:23.949052","true","3","3 .feature files found","true","OK","2026-04-10T08:18:33Z","1090590990","false","40","1","0","0","Gherkin","main","","","2","2","0","77","2025-11-05T21:48:52Z","2026-03-23T22:24:33Z","2026-03-23T22:24:37Z","0","0","0","0","true","false","false","false","",""
"604","oleksandrblazhko/nai205-shostak","https://github.com/oleksandrblazhko/nai205-shostak","N/A","2","Gherkin","2022-12-11T06:06:40Z","2026-04-06T15:26:27.106966","true","3","3 .feature files found","true","OK","2026-04-10T08:19:20Z","531777811","false","87","9","0","0","Gherkin","main","","","2","2","2","8198","2022-09-02T04:13:53Z","2022-12-11T06:06:40Z","2022-11-18T14:44:26Z","1","1","8","0","true","false","false","false","",""
"605","camaraproject/DeviceDataVolume","https://github.com/camaraproject/DeviceDataVolume","Sandbox API repository for DeviceDataVolume API(s)","2","Gherkin","2026-02-23T12:09:37Z","2026-04-06T15:26:27.106981","true","3","3 .feature files found","true","OK","2026-04-10T08:19:25Z","849512616","false","233","3","3","8","Gherkin","main","Apache License 2.0","https://lf-camaraproject.atlassian.net/wiki/x/PoCaBQ","2","2","10","301","2024-08-29T18:10:56Z","2026-02-23T12:09:37Z","2025-12-16T19:53:41Z","1","1","39","1","false","false","false","false","","camara-sp-device-status,sandbox-api-repository"
"606","YuetongXU/Cropgbm-Paper","https://github.com/YuetongXU/Cropgbm-Paper","N/A","2","Gherkin","2021-09-01T13:11:14Z","2026-04-06T15:26:27.107152","true","3","3 .feature files found","true","OK","2026-04-10T08:22:53Z","386224715","false","24","1","0","0","Gherkin","main","","","2","2","0","4761","2021-07-15T08:51:10Z","2021-09-01T13:11:14Z","2023-12-06T01:01:02Z","0","0","0","0","true","false","false","false","",""
"607","oleksandrblazhko/eai205-shapovalova","https://github.com/oleksandrblazhko/eai205-shapovalova","N/A","2","Gherkin","2022-11-27T22:49:49Z","2026-04-06T15:26:27.107182","true","3","3 .feature files found","true","OK","2026-04-10T08:23:33Z","531777566","false","300","14","0","1","Gherkin","main","","","2","2","2","1835","2022-09-02T04:12:44Z","2022-11-27T22:49:49Z","2022-11-26T13:43:48Z","0","0","12","0","true","false","false","false","",""
"608","cordolla/Meu-Portfolio-Qa-Manual","https://github.com/cordolla/Meu-Portfolio-Qa-Manual","N/A","2","Gherkin","2026-01-07T02:56:20Z","2026-04-06T15:26:27.107203","true","3","3 .feature files found","true","OK","2026-04-10T08:23:58Z","1104245177","false","12","1","0","0","Gherkin","main","","","2","2","0","25","2025-11-26T00:32:40Z","2026-01-07T02:56:20Z","2026-01-07T02:56:23Z","0","0","0","0","true","false","false","false","",""
"609","oleksandrblazhko/ai202-lobko","https://github.com/oleksandrblazhko/ai202-lobko","N/A","2","Gherkin","2022-11-10T15:05:09Z","2026-04-06T15:26:27.107210","true","3","3 .feature files found","true","OK","2026-04-10T08:24:08Z","530305970","false","49","12","0","0","Gherkin","main","","","2","2","2","2995","2022-08-29T16:39:40Z","2022-11-10T15:05:09Z","2022-11-03T14:14:20Z","0","0","13","0","true","false","false","false","",""
"610","CPurkot86/Gherkin-Exercicios","https://github.com/CPurkot86/Gherkin-Exercicios","N/A","2","Gherkin","2023-04-25T01:31:15Z","2026-04-06T15:26:27.107218","true","3","3 .feature files found","true","OK","2026-04-10T08:24:17Z","528622562","false","6","4","0","0","Gherkin","main","","","2","2","2","9","2022-08-24T23:08:23Z","2023-04-25T01:31:15Z","2022-10-15T10:14:51Z","0","0","2","0","true","false","false","false","",""
"611","MelvLee/spectral-playground","https://github.com/MelvLee/spectral-playground","Playground for Stoplight Spectral","2","Gherkin","2021-05-05T19:13:28Z","2026-04-06T15:26:27.107221","true","3","3 .feature files found","true","OK","2026-04-10T08:24:22Z","336282310","false","17","1","0","0","Gherkin","main","Apache License 2.0","","2","2","0","144","2021-02-05T13:39:40Z","2021-05-05T19:13:28Z","2022-02-27T13:58:20Z","0","0","0","0","true","false","false","false","",""
"612","oleksandrblazhko/ai204-plaksivij","https://github.com/oleksandrblazhko/ai204-plaksivij","N/A","2","Gherkin","2022-11-03T13:37:57Z","2026-04-06T15:26:27.107240","true","3","3 .feature files found","true","OK","2026-04-10T08:24:47Z","531777397","false","270","11","0","0","Gherkin","main","","","2","2","2","2027","2022-09-02T04:11:57Z","2022-11-03T13:37:57Z","2024-03-19T14:02:24Z","1","1","8","0","true","false","false","false","",""
"613","oleksandrblazhko/ai-212-leventij","https://github.com/oleksandrblazhko/ai-212-leventij","N/A","2","Gherkin","2023-12-07T15:17:49Z","2026-04-06T15:26:27.107262","true","3","3 .feature files found","true","OK","2026-04-10T08:25:17Z","686689352","false","131","12","0","1","Gherkin","main","","","2","2","2","2327","2023-09-03T16:19:42Z","2023-12-07T15:17:49Z","2023-10-05T17:46:12Z","0","0","12","0","true","false","false","false","",""
"614","oleksandrblazhko/ai204-kolesnik","https://github.com/oleksandrblazhko/ai204-kolesnik","N/A","2","Gherkin","2022-11-23T06:51:32Z","2026-04-06T15:26:27.107270","true","3","3 .feature files found","true","OK","2026-04-10T08:25:27Z","531777332","false","51","9","0","2","Gherkin","main","","","2","2","2","1020","2022-09-02T04:11:41Z","2022-11-23T06:51:32Z","2022-10-01T02:06:58Z","0","0","9","0","true","false","false","false","",""
"615","oleksandrblazhko/ai-214-lukachinskij","https://github.com/oleksandrblazhko/ai-214-lukachinskij","N/A","2","Gherkin","2023-12-14T13:29:50Z","2026-04-06T15:26:27.107274","true","3","3 .feature files found","true","OK","2026-04-10T08:25:32Z","686690006","false","103","12","0","0","Gherkin","main","","","2","2","2","1273","2023-09-03T16:21:43Z","2023-12-14T13:29:50Z","2023-10-13T16:53:23Z","3","3","10","1","true","false","false","false","",""
"616","danielevalverde/automation-test-ninjaflix","https://github.com/danielevalverde/automation-test-ninjaflix","N/A","2","Gherkin","2023-04-12T05:22:17Z","2026-04-06T15:26:27.107281","true","3","3 .feature files found","true","OK","2026-04-10T08:25:43Z","267377573","false","25","6","0","0","Gherkin","master","","","2","2","2","21","2020-05-27T16:59:12Z","2023-04-12T05:22:17Z","2024-01-12T10:59:00Z","5","5","17","5","true","false","false","false","",""
"617","maximlazar/Specfox-Behat","https://github.com/maximlazar/Specfox-Behat","Specfox Behat Test","2","Gherkin","2018-12-10T15:23:16Z","2026-04-06T15:26:27.107321","true","3","3 .feature files found","true","OK","2026-04-10T08:26:32Z","151385905","false","37","5","0","0","Gherkin","master","","","2","2","2","1516","2018-10-03T08:58:45Z","2018-12-10T15:23:16Z","2018-10-05T12:08:14Z","2","2","35","2","true","false","false","false","",""
"618","abu0222/VA-Cucumber_Java","https://github.com/abu0222/VA-Cucumber_Java","N/A","1","Gherkin","2023-01-30T22:55:29Z","2026-04-06T15:26:30.391096","true","3","3 .feature files found","true","OK","2026-04-10T08:28:02Z","595347652","false","1","1","0","0","Gherkin","master","","","1","1","0","5","2023-01-30T22:27:32Z","2023-01-30T22:55:29Z","2023-07-18T12:24:12Z","0","0","0","0","true","false","false","false","",""
"619","Santhoshaug/KarateQuickstart","https://github.com/Santhoshaug/KarateQuickstart","N/A","1","Gherkin","2023-02-13T21:36:50Z","2026-04-06T15:26:30.391100","true","3","3 .feature files found","true","OK","2026-04-10T08:28:06Z","601342544","false","1","1","0","0","Gherkin","main","","","1","1","0","6","2023-02-13T21:35:35Z","2023-02-13T21:36:50Z","2023-02-13T21:43:02Z","0","0","0","0","true","false","false","false","",""
"620","IsmaelGabrielDev/Gherkin-Cucumber","https://github.com/IsmaelGabrielDev/Gherkin-Cucumber","Critérios de Aceitação usando o Gherkin(Cucumber)","1","Gherkin","2023-06-13T13:06:28Z","2026-04-06T15:26:30.391115","true","3","3 .feature files found","true","OK","2026-04-10T08:28:26Z","650594075","false","7","1","0","0","Gherkin","main","","","1","1","0","425","2023-06-07T11:55:09Z","2023-06-13T13:06:28Z","2024-11-30T16:51:16Z","0","0","0","0","true","false","false","false","",""
"621","oleksandrblazhko/ai-212-ivanov","https://github.com/oleksandrblazhko/ai-212-ivanov","N/A","1","Gherkin","2024-02-26T13:52:18Z","2026-04-06T15:26:30.391119","true","3","3 .feature files found","true","OK","2026-04-10T08:28:31Z","686689282","false","35","10","0","0","Gherkin","main","","","1","1","2","1685","2023-09-03T16:19:30Z","2024-02-26T13:52:18Z","2024-02-15T16:25:52Z","1","1","13","1","true","false","false","false","",""
"622","oleksandrblazhko/ai-214-kravchishina","https://github.com/oleksandrblazhko/ai-214-kravchishina","N/A","1","Gherkin","2023-11-07T18:39:57Z","2026-04-06T15:26:30.391173","true","3","3 .feature files found","true","OK","2026-04-10T08:29:41Z","686689993","false","290","10","0","0","Gherkin","main","","","1","1","2","2014","2023-09-03T16:21:40Z","2023-11-07T18:39:57Z","2023-09-30T05:08:03Z","2","2","8","0","true","false","false","false","",""
"623","naynuzzi/projetoEBAC-M8","https://github.com/naynuzzi/projetoEBAC-M8","EXERCICÍOS MODULO 8","1","Gherkin","2024-08-29T22:00:33Z","2026-04-06T15:26:30.391185","true","3","3 .feature files found","true","OK","2026-04-10T08:29:56Z","839690218","false","6","1","0","0","Gherkin","main","","","1","1","0","8","2024-08-08T06:14:26Z","2024-08-29T22:00:33Z","2025-01-15T20:02:00Z","0","0","0","0","true","false","false","false","",""
"624","IsmaelGabrielDev/criterios-de-aceitacao-em-gherkin","https://github.com/IsmaelGabrielDev/criterios-de-aceitacao-em-gherkin","N/A","1","Gherkin","2025-11-29T17:20:39Z","2026-04-06T15:26:30.391212","true","3","3 .feature files found","true","OK","2026-04-10T08:30:30Z","1106648295","false","2","1","0","0","Gherkin","main","","","1","1","0","2","2025-11-29T17:01:52Z","2025-11-29T17:20:39Z","2025-12-01T15:04:42Z","0","0","0","0","true","false","false","false","",""
"625","lipee05/exercicios_ebac","https://github.com/lipee05/exercicios_ebac","Exercícios de QA da EBAC","1","Gherkin","2025-11-11T21:12:48Z","2026-04-06T15:26:30.391335","true","3","3 .feature files found","true","OK","2026-04-10T08:33:07Z","1055122357","false","8","1","0","0","Gherkin","main","","","1","1","0","56","2025-09-11T19:56:13Z","2025-11-11T21:12:48Z","2025-12-08T21:16:40Z","0","0","0","0","true","false","false","false","",""
"626","automation-pitstop/karate-pitstop","https://github.com/automation-pitstop/karate-pitstop","Ready to use Karate Framework project","1","Gherkin","2019-11-23T11:03:57Z","2026-04-06T15:26:30.391368","true","3","3 .feature files found","true","OK","2026-04-10T08:33:47Z","219344001","false","5","1","0","0","Gherkin","master","","","1","1","2","12","2019-11-03T18:10:20Z","2019-11-23T11:03:57Z","2021-01-16T10:15:13Z","0","0","0","0","true","false","false","false","",""
"627","carlopolancos/KRT07-KarateGatling","https://github.com/carlopolancos/KRT07-KarateGatling","N/A","1","Gherkin","2026-02-25T03:34:04Z","2026-04-06T15:26:30.391376","true","3","3 .feature files found","true","OK","2026-04-10T08:33:57Z","1166267376","false","1","1","0","0","Gherkin","main","","","1","1","0","7","2026-02-25T03:33:48Z","2026-02-25T03:34:04Z","2026-02-26T06:43:59Z","0","0","0","0","true","false","false","false","",""
"628","oleksandrblazhko/ai-212-ishenko","https://github.com/oleksandrblazhko/ai-212-ishenko","N/A","1","Gherkin","2023-12-05T14:18:54Z","2026-04-06T15:26:30.391388","true","3","3 .feature files found","true","OK","2026-04-10T08:34:11Z","686689298","false","63","12","0","0","Gherkin","main","","","1","1","2","947","2023-09-03T16:19:33Z","2023-12-05T14:18:54Z","2024-06-02T10:41:51Z","1","1","11","0","true","false","false","false","",""
"629","benningm/puppet-docker_bamberg","https://github.com/benningm/puppet-docker_bamberg","an example puppet configuration for Test-Driven Infrastructure","1","Gherkin","2016-04-23T18:19:56Z","2026-04-06T15:26:30.391407","true","3","3 .feature files found","true","OK","2026-04-10T08:34:36Z","56176937","false","5","1","0","0","Cucumber","master","","","1","1","0","7","2016-04-13T18:38:37Z","2016-04-23T18:19:56Z","2016-04-28T17:17:51Z","0","0","0","0","true","false","false","false","",""
"630","fellipefee/exercicios_ebac","https://github.com/fellipefee/exercicios_ebac","Exercicios da Ebac do curso de Engenharia de qualidade de software","1","Gherkin","2023-05-27T22:17:23Z","2026-04-06T15:26:30.391442","true","3","3 .feature files found","true","OK","2026-04-10T08:35:19Z","587106533","false","6","1","0","0","Gherkin","main","","","1","1","0","1195","2023-01-10T01:05:44Z","2023-05-27T22:17:23Z","2024-04-24T23:47:20Z","0","0","0","0","true","false","false","false","",""
"631","oleksandrblazhko/ai-214-kirlan","https://github.com/oleksandrblazhko/ai-214-kirlan","N/A","1","Gherkin","2023-11-16T18:27:44Z","2026-04-06T15:26:30.391460","true","3","3 .feature files found","true","OK","2026-04-10T08:35:38Z","686689968","false","204","10","0","0","Gherkin","main","","","1","1","2","1077","2023-09-03T16:21:36Z","2023-11-16T18:27:44Z","2023-10-03T07:51:25Z","0","0","9","0","true","false","false","false","",""
"632","oleksandrblazhko/nai205-tsitkov","https://github.com/oleksandrblazhko/nai205-tsitkov","N/A","1","Gherkin","2023-05-10T20:06:17Z","2026-04-06T15:26:33.678624","true","3","3 .feature files found","true","OK","2026-04-10T08:36:37Z","531777800","false","116","10","0","0","Gherkin","main","","","1","1","2","742","2022-09-02T04:13:49Z","2023-05-10T20:06:17Z","2022-10-17T12:42:54Z","8","8","9","4","true","false","false","false","",""
"633","oleksandrblazhko/ai-214-tsvetkov","https://github.com/oleksandrblazhko/ai-214-tsvetkov","N/A","1","Gherkin","2025-03-31T05:35:35Z","2026-04-06T15:26:33.678641","true","3","3 .feature files found","true","OK","2026-04-10T08:36:57Z","686690132","false","116","8","0","0","Gherkin","main","","","1","1","2","855","2023-09-03T16:22:07Z","2025-03-31T05:35:35Z","2025-03-31T05:35:40Z","0","0","16","0","true","false","false","false","",""
"634","SabariVivek/LearnKarateAPI","https://github.com/SabariVivek/LearnKarateAPI","This repo contains the practice sets of karate API Framework... ","1","Gherkin","2023-08-28T13:55:49Z","2026-04-06T15:26:33.678645","true","3","3 .feature files found","true","OK","2026-04-10T08:37:02Z","684121373","false","1","1","0","0","Gherkin","master","","","1","1","0","3","2023-08-28T13:54:59Z","2023-08-28T13:55:49Z","2023-08-28T13:56:33Z","0","0","0","0","true","false","false","false","",""
"635","lucass-passos/Funcionalidades_Gherkin","https://github.com/lucass-passos/Funcionalidades_Gherkin","Cenários de testes escritos em Gherkin","1","Gherkin","2025-09-14T22:49:14Z","2026-04-06T15:26:33.678649","true","3","3 .feature files found","true","OK","2026-04-10T08:37:06Z","1053291946","false","3","1","0","0","Gherkin","main","","","1","1","0","3","2025-09-09T08:47:31Z","2025-09-14T22:49:14Z","2025-09-14T22:49:17Z","0","0","0","0","true","false","false","false","",""
"636","emersonsantiago/exercicios_cursoQA_EBAC","https://github.com/emersonsantiago/exercicios_cursoQA_EBAC","N/A","1","Gherkin","2022-03-24T00:16:59Z","2026-04-06T15:26:33.678657","true","3","3 .feature files found","true","OK","2026-04-10T08:37:16Z","441368613","false","11","1","0","0","Gherkin","main","","","1","1","0","736","2021-12-24T04:50:14Z","2022-03-24T00:16:59Z","2022-01-03T21:41:35Z","0","0","0","0","true","false","false","false","",""
"637","tejaswita/cucumber","https://github.com/tejaswita/cucumber","Functional Testing with Cucumber","1","Gherkin","2015-07-08T11:35:30Z","2026-04-06T15:26:33.678674","true","3","3 .feature files found","true","OK","2026-04-10T08:37:36Z","38750212","false","6","1","0","1","Cucumber","master","","","1","1","0","120","2015-07-08T11:33:48Z","2015-07-08T11:35:30Z","2015-07-11T05:10:10Z","0","0","0","0","true","false","false","false","",""
"638","NathaliaElen/pratica-testes-manuais-funcionais","https://github.com/NathaliaElen/pratica-testes-manuais-funcionais","Desafio de Projeto: Revisar de conceitos úteis para testes manuais no contexto ágil, com foco na prática de atividades do dia a dia de um QA - DIO","1","Gherkin","2025-07-18T22:10:26Z","2026-04-06T15:26:33.678693","true","3","3 .feature files found","true","OK","2026-04-10T08:38:00Z","1022334010","false","7","1","0","0","Gherkin","main","MIT License","","1","1","0","3616","2025-07-18T21:37:47Z","2025-07-18T22:10:26Z","2025-07-22T02:58:50Z","0","0","0","0","true","false","false","false","",""
"639","ProyectoFinal-Microservicios/devOps","https://github.com/ProyectoFinal-Microservicios/devOps","Repositorio para DevOps del proyecto, incluye CI/CD con Jenkins, SonarQube, Grafana y Prometheus","1","Gherkin","2025-11-13T06:07:40Z","2026-04-06T15:26:33.678744","true","3","3 .feature files found","true","OK","2026-04-10T08:38:59Z","1095313800","false","7","1","0","0","Gherkin","main","","","1","1","2","11","2025-11-12T22:11:27Z","2025-11-13T06:07:40Z","2025-11-13T17:52:40Z","0","0","0","0","true","false","false","false","",""
"640","mmendesas/walnutjs-boilerplate","https://github.com/mmendesas/walnutjs-boilerplate","A simple starter template that uses walnutjs and explores some features","1","Gherkin","2022-12-08T03:34:18Z","2026-04-06T15:26:33.678756","true","3","3 .feature files found","true","OK","2026-04-10T08:39:13Z","87219752","false","28","13","0","1","Gherkin","master","","","1","1","0","244","2017-04-04T18:10:47Z","2022-12-08T03:34:18Z","2023-03-09T02:11:40Z","10","10","13","9","true","false","false","false","","cucumberjs,e2e-tests,nodejs,walnutjs,walnutjs-test"
"641","LucasManciniDaSilva/cypress-automation-project","https://github.com/LucasManciniDaSilva/cypress-automation-project","simple automation with cypress","1","Gherkin","2021-09-13T20:51:38Z","2026-04-06T15:26:33.678808","true","3","3 .feature files found","true","OK","2026-04-10T08:40:17Z","383939794","false","10","1","0","0","Gherkin","master","","","1","1","0","1772","2021-07-07T22:35:17Z","2021-09-13T20:51:38Z","2021-11-18T13:07:49Z","0","0","0","0","true","false","false","false","",""
"642","oleksandrblazhko/ai-212-omelchuk","https://github.com/oleksandrblazhko/ai-212-omelchuk","N/A","1","Gherkin","2023-12-01T12:00:19Z","2026-04-06T15:26:33.678816","true","3","3 .feature files found","true","OK","2026-04-10T08:40:27Z","686689385","false","169","10","0","0","Gherkin","main","","","1","1","2","1662","2023-09-03T16:19:52Z","2023-12-01T12:00:19Z","2023-10-19T10:49:28Z","1","1","10","0","true","false","false","false","",""
"643","TatideOliveira/projetoebac","https://github.com/TatideOliveira/projetoebac","Cenários de Histórias de Usuários escritos em Gherkin","1","Gherkin","2024-05-17T02:55:56Z","2026-04-06T15:26:33.678828","true","3","3 .feature files found","true","OK","2026-04-10T08:40:42Z","801835695","false","1","1","0","0","Gherkin","main","","","1","1","0","2","2024-05-17T02:22:38Z","2024-05-17T02:55:56Z","2024-05-29T23:53:03Z","0","0","0","0","true","false","false","false","",""
"644","acelyagul/PetStore-Karate-TestAutomation","https://github.com/acelyagul/PetStore-Karate-TestAutomation","Karate API Test Automation Scripts for Kloia QA Test Bootcamp Final Project","1","Gherkin","2021-11-20T21:30:52Z","2026-04-06T15:26:33.678842","true","3","3 .feature files found","true","OK","2026-04-10T08:40:56Z","430207992","false","5","1","0","1","Gherkin","main","Apache License 2.0","","1","1","0","12","2021-11-20T20:59:00Z","2021-11-20T21:30:52Z","2021-12-14T10:39:20Z","0","0","0","0","true","false","false","false","",""
"645","Rodolfo-D-Neto/exercicios_EBAC","https://github.com/Rodolfo-D-Neto/exercicios_EBAC","Exercícios da Ebac do curso Engenheiro de Qualidade de Software","1","Gherkin","2024-11-06T12:50:32Z","2026-04-06T15:26:33.678905","true","3","3 .feature files found","true","OK","2026-04-10T08:42:14Z","783829651","false","11","1","0","0","Gherkin","main","","","1","1","0","160","2024-04-08T16:50:04Z","2024-11-06T12:50:32Z","2024-11-06T12:50:36Z","0","0","0","0","true","false","false","false","",""
"646","hterzioglu/SpotifyChallengeTestAutomation","https://github.com/hterzioglu/SpotifyChallengeTestAutomation","N/A","1","Gherkin","2022-06-15T06:52:55Z","2026-04-06T15:26:33.678966","true","3","3 .feature files found","true","OK","2026-04-10T08:43:25Z","503378975","false","4","1","0","0","Gherkin","main","","","1","1","0","6533","2022-06-14T13:48:25Z","2022-06-15T06:52:55Z","2022-06-17T10:42:29Z","0","0","0","0","true","false","false","false","",""
"647","gipilon/QualidadeSoftware","https://github.com/gipilon/QualidadeSoftware","Este repositório é focado no curso profissionalizante de QA que estou realizando no momento","1","Gherkin","2025-01-10T00:13:19Z","2026-04-06T15:26:33.678970","true","3","3 .feature files found","true","OK","2026-04-10T08:43:30Z","853031829","false","7","1","0","0","Gherkin","main","","","1","1","0","11573","2024-09-05T21:30:17Z","2025-01-10T00:13:19Z","2025-01-10T00:13:23Z","0","0","0","0","true","false","false","false","","qa,qa-automation,software-testing"
"648","oleksandrblazhko/ai-212-chervenkova","https://github.com/oleksandrblazhko/ai-212-chervenkova","N/A","1","Gherkin","2024-01-18T06:28:50Z","2026-04-06T15:26:37.136341","true","3","3 .feature files found","true","OK","2026-04-10T08:45:57Z","686689475","false","47","11","0","0","Gherkin","main","","","1","1","2","1390","2023-09-03T16:20:08Z","2024-01-18T06:28:50Z","2024-01-11T06:54:01Z","6","6","10","0","true","false","false","false","",""
"649","ed-snodgrass/mars-rover-bdd-kata","https://github.com/ed-snodgrass/mars-rover-bdd-kata","N/A","1","Gherkin","2024-10-04T11:05:23Z","2026-04-06T15:26:37.136399","true","3","3 .feature files found","true","OK","2026-04-10T08:47:15Z","860527455","false","11","1","0","0","Gherkin","main","","","1","1","0","73","2024-09-20T15:50:21Z","2024-10-04T11:05:23Z","2024-10-04T11:05:26Z","0","0","0","0","true","false","false","false","",""
"650","petems/vaultpolicy2json","https://github.com/petems/vaultpolicy2json","N/A","1","Gherkin","2020-03-02T16:33:09Z","2026-04-06T15:26:37.136478","true","3","3 .feature files found","true","OK","2026-04-10T08:48:57Z","175893422","false","1","1","0","1","Gherkin","master","","","1","1","0","42","2019-03-15T21:27:36Z","2020-03-02T16:33:09Z","2020-03-02T16:33:12Z","0","0","0","0","true","false","false","false","",""
"651","oleksandrblazhko/ai-216-semerenko","https://github.com/oleksandrblazhko/ai-216-semerenko","N/A","1","Gherkin","2023-10-15T05:30:17Z","2026-04-06T15:26:37.136519","true","3","3 .feature files found","true","OK","2026-04-10T08:49:50Z","686690513","false","60","7","0","0","Gherkin","main","","","1","1","2","995","2023-09-03T16:23:32Z","2023-10-15T05:30:17Z","2023-10-01T14:48:11Z","0","0","6","0","true","false","false","false","",""
"652","jssikabianca/projeto-karate-dsl","https://github.com/jssikabianca/projeto-karate-dsl","N/A","1","Gherkin","2022-11-25T18:38:13Z","2026-04-06T15:26:37.136537","true","3","3 .feature files found","true","OK","2026-04-10T08:50:14Z","570655943","false","2","1","0","0","Gherkin","master","","","1","1","0","5","2022-11-25T18:26:50Z","2022-11-25T18:38:13Z","2022-11-28T19:26:33Z","0","0","0","0","true","false","false","false","",""
"653","kimono76/Qimono","https://github.com/kimono76/Qimono","the official Qimono Working Notebook!!!","1","Gherkin","2022-08-20T20:44:23Z","2026-04-06T15:26:37.136540","true","3","3 .feature files found","true","OK","2026-04-10T08:50:19Z","509624730","false","12","1","0","0","Gherkin","main","GNU General Public License v3.0","","1","1","2","32","2022-07-02T00:59:22Z","2022-08-20T20:44:23Z","2022-07-07T19:54:37Z","0","0","0","0","true","false","false","false","",""
