"id","name","isFork","commits","branches","releases","forks","mainLanguage","defaultBranch","license","homepage","watchers","stargazers","contributors","size","createdAt","pushedAt","updatedAt","totalIssues","openIssues","totalPullRequests","openPullRequests","blankLines","codeLines","commentLines","metrics","lastCommit","lastCommitSHA","hasWiki","isArchived","isDisabled","isLocked","languages","labels","topics"
"13956287","kucaahbe/cucumber-websteps",false,"63","1","0","5","Ruby","master","MIT License","http://relishapp.com/kucaahbe/cucumber-websteps","2","19","1","251","2011-05-25T01:41:49","2012-01-27T11:06:15","2016-09-01T11:59:48","1","0","0","0","136","728","77","[{""blankLines"":24,""codeLines"":122,""commentLines"":0,""language"":""ERB""},{""blankLines"":8,""codeLines"":89,""commentLines"":6,""language"":""Cucumber""},{""blankLines"":0,""codeLines"":15,""commentLines"":1,""language"":""YAML""},{""blankLines"":81,""codeLines"":427,""commentLines"":70,""language"":""Ruby""},{""blankLines"":23,""codeLines"":75,""commentLines"":0,""language"":""Markdown""}]","2012-01-27T11:05:46","e94ffdd2a1cc5a82fd388d454b7dc8c99c87901a",true,false,false,false,"{""Ruby"":15392}","",""
"13956737","jbpros/cucumber",true,"4701","21","0","0","Ruby","master","MIT License","http://cukes.info/","1","10","172","6126","2011-03-13T08:50:07","2012-01-27T09:47:18","2017-03-15T09:38:29","0","0","1","0","4348","22264","1098","[{""blankLines"":474,""codeLines"":1355,""commentLines"":0,""language"":""Markdown""},{""blankLines"":9,""codeLines"":690,""commentLines"":0,""language"":""HTML""},{""blankLines"":4,""codeLines"":56,""commentLines"":0,""language"":""ERB""},{""blankLines"":0,""codeLines"":3,""commentLines"":0,""language"":""Tcl/Tk""},{""blankLines"":1232,""codeLines"":5883,""commentLines"":241,""language"":""Cucumber""},{""blankLines"":8,""codeLines"":28,""commentLines"":2,""language"":""Python""},{""blankLines"":2,""codeLines"":275,""commentLines"":2,""language"":""CSS""},{""blankLines"":10,""codeLines"":237,""commentLines"":0,""language"":""Sass""},{""blankLines"":69,""codeLines"":1175,""commentLines"":0,""language"":""JSON""},{""blankLines"":25,""codeLines"":245,""commentLines"":23,""language"":""JavaScript""},{""blankLines"":1,""codeLines"":31,""commentLines"":2,""language"":""YAML""},{""blankLines"":2514,""codeLines"":12286,""commentLines"":828,""language"":""Ruby""}]","2012-01-16T07:10:44","b7d7e97b2f29b77f9f7da13f6458d85ce10fd019",true,false,false,false,"{""Ruby"":464889,""JavaScript"":3842,""Python"":945,""Tcl"":87}","",""
"13957785","masterthought/jenkins-cucumber-jvm-reports-plugin",false,"7","1","0","4","Ruby","master",,,"3","20","0","1893","2012-04-10T03:58:35","2012-04-17T11:10:10","2017-10-05T07:18:56","3","2","0","0","574","2458","157","[{""blankLines"":24,""codeLines"":244,""commentLines"":24,""language"":""JavaScript""},{""blankLines"":107,""codeLines"":627,""commentLines"":9,""language"":""Ruby""},{""blankLines"":27,""codeLines"":38,""commentLines"":0,""language"":""Markdown""},{""blankLines"":3,""codeLines"":13,""commentLines"":0,""language"":""HTML""},{""blankLines"":1,""codeLines"":14,""commentLines"":0,""language"":""ERB""},{""blankLines"":412,""codeLines"":1522,""commentLines"":124,""language"":""CSS""}]","2012-04-17T11:09:54","cea185effc92ad7a94ced7067ae4996d803fb0d4",true,false,false,false,"{""Ruby"":23727,""JavaScript"":8029}","bug;duplicate;enhancement;invalid;question;wontfix",""
"13958689","benlangfeld/cucumber-voip",false,"22","3","0","2","Ruby","develop","MIT License",,"2","11","1","124","2011-10-05T11:46:27","2012-03-14T06:27:43","2019-08-13T02:51:02","0","0","0","0","74","328","17","[{""blankLines"":0,""codeLines"":2,""commentLines"":0,""language"":""YAML""},{""blankLines"":20,""codeLines"":46,""commentLines"":0,""language"":""Markdown""},{""blankLines"":4,""codeLines"":58,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":50,""codeLines"":222,""commentLines"":17,""language"":""Ruby""}]","2012-03-14T06:27:22","05e02065ff77f1ff7b98946d66863a254f57f8bc",true,false,false,false,"{""Ruby"":7871}","",""
"13959166","miksturait/cucumber_fm-plugin",false,"298","3","0","5","Ruby","master","MIT License","http://cucumber.fm","3","98","2","1507","2010-04-03T10:56:33","2012-05-21T09:15:34","2019-07-08T01:18:17","35","0","2","0","523","2400","628","[{""blankLines"":34,""codeLines"":197,""commentLines"":88,""language"":""Less""},{""blankLines"":274,""codeLines"":1094,""commentLines"":31,""language"":""CSS""},{""blankLines"":78,""codeLines"":363,""commentLines"":0,""language"":""ERB""},{""blankLines"":5,""codeLines"":196,""commentLines"":480,""language"":""JavaScript""},{""blankLines"":75,""codeLines"":227,""commentLines"":9,""language"":""Cucumber""},{""blankLines"":57,""codeLines"":323,""commentLines"":20,""language"":""Ruby""}]","2012-05-21T09:15:34","846d3a305c6d55d6ec0394aac3a10f5bb94e2fda",true,false,false,false,"{""Ruby"":13425,""JavaScript"":832}","1.9.x;doc;feature;fix;rails3;rails3.1",""
"13959732","cucumber-attic/cucumber-rails-training-wheels",false,"4","1","0","7","Ruby","master",,,"21","27","1","109","2011-10-05T09:27:50","2012-05-16T08:12:20","2021-01-10T09:04:58","0","0","0","0","350","1255","44","[{""blankLines"":303,""codeLines"":1074,""commentLines"":0,""language"":""ERB""},{""blankLines"":2,""codeLines"":13,""commentLines"":2,""language"":""Cucumber""},{""blankLines"":13,""codeLines"":16,""commentLines"":0,""language"":""Markdown""},{""blankLines"":32,""codeLines"":152,""commentLines"":42,""language"":""Ruby""}]","2012-05-16T08:12:20","0b5dd91d575f52ce6bd4f6dbf247f70ae7782354",false,true,false,false,"{""Ruby"":6405}","",""
"13967796","cucumber-attic/cucumber-recipes-book-code",false,"24","1","0","15","Ruby","master",,,"6","20","2","389","2012-10-26T01:35:47","2013-01-22T05:51:14","2019-07-08T06:44:09","0","0","0","0","949","5357","843","[{""blankLines"":13,""codeLines"":52,""commentLines"":12,""language"":""Arduino Sketch""},{""blankLines"":70,""codeLines"":313,""commentLines"":13,""language"":""Cucumber""},{""blankLines"":6,""codeLines"":19,""commentLines"":4,""language"":""Clojure""},{""blankLines"":7,""codeLines"":62,""commentLines"":20,""language"":""PHP""},{""blankLines"":10,""codeLines"":30,""commentLines"":9,""language"":""Scala""},{""blankLines"":13,""codeLines"":28,""commentLines"":12,""language"":""CoffeeScript""},{""blankLines"":131,""codeLines"":1170,""commentLines"":81,""language"":""XML""},{""blankLines"":7,""codeLines"":13,""commentLines"":0,""language"":""DOS Batch""},{""blankLines"":8,""codeLines"":43,""commentLines"":16,""language"":""XAML""},{""blankLines"":29,""codeLines"":108,""commentLines"":8,""language"":""Java""},{""blankLines"":267,""codeLines"":1011,""commentLines"":292,""language"":""Ruby""},{""blankLines"":3,""codeLines"":11,""commentLines"":0,""language"":""Markdown""},{""blankLines"":3,""codeLines"":10,""commentLines"":3,""language"":""Python""},{""blankLines"":31,""codeLines"":101,""commentLines"":18,""language"":""C""},{""blankLines"":86,""codeLines"":423,""commentLines"":172,""language"":""C#""},{""blankLines"":3,""codeLines"":69,""commentLines"":3,""language"":""Visual Studio Solution""},{""blankLines"":0,""codeLines"":430,""commentLines"":28,""language"":""MSBuild script""},{""blankLines"":9,""codeLines"":20,""commentLines"":14,""language"":""Erlang""},{""blankLines"":16,""codeLines"":140,""commentLines"":8,""language"":""Maven""},{""blankLines"":0,""codeLines"":9,""commentLines"":0,""language"":""JavaScript""},{""blankLines"":4,""codeLines"":14,""commentLines"":6,""language"":""Lua""},{""blankLines"":16,""codeLines"":120,""commentLines"":3,""language"":""XSD""},{""blankLines"":12,""codeLines"":100,""commentLines"":4,""language"":""ActionScript""},{""blankLines"":13,""codeLines"":144,""commentLines"":4,""language"":""Grails""},{""blankLines"":0,""codeLines"":9,""commentLines"":0,""language"":""INI""},{""blankLines"":2,""codeLines"":56,""commentLines"":0,""language"":""HTML""},{""blankLines"":135,""codeLines"":629,""commentLines"":23,""language"":""CSS""},{""blankLines"":3,""codeLines"":6,""commentLines"":0,""language"":""make""},{""blankLines"":0,""codeLines"":3,""commentLines"":0,""language"":""C/C++ Header""},{""blankLines"":52,""codeLines"":198,""commentLines"":88,""language"":""Groovy""},{""blankLines"":0,""codeLines"":16,""commentLines"":2,""language"":""Bourne Shell""}]","2013-01-22T05:51:08","4599e8406d630079cbd1622b5b92ad93a80261fb",true,true,false,false,"{""Ruby"":33598,""C#"":27227,""Groovy"":9802,""Java"":3701,""C"":3570,""Gosu"":3318,""ActionScript"":2976,""PHP"":2031,""Arduino"":1532,""Scala"":1277,""CoffeeScript"":1008,""Erlang"":890,""Shell"":669,""Clojure"":630,""Lua"":454,""Python"":394,""JavaScript"":183}","bug;duplicate;enhancement;invalid;question;wontfix",""
"13973999","bernd/cucumber-sinatra",false,"54","1","0","9","Ruby","master","Other",,"3","64","4","78","2010-05-20T12:12:52","2013-07-25T11:14:01","2019-08-13T02:33:44","1","0","5","1","74","238","35","[{""blankLines"":46,""codeLines"":174,""commentLines"":35,""language"":""Ruby""},{""blankLines"":28,""codeLines"":64,""commentLines"":0,""language"":""Markdown""}]","2013-07-25T11:14:00","b40107218e70391acb1ca23dd6e5c720c203178b",true,true,false,false,"{""Ruby"":7014}","",""
"13980137","jamesbarker/cucumber-appium-android",false,"5","1","0","5","Ruby","master",,,"3","10","1","684","2013-10-10T05:54:06","2013-10-10T07:30:43","2020-10-22T09:18:29","1","1","0","0","95","349","47","[{""blankLines"":11,""codeLines"":28,""commentLines"":0,""language"":""Markdown""},{""blankLines"":3,""codeLines"":25,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":25,""codeLines"":104,""commentLines"":31,""language"":""XML""},{""blankLines"":35,""codeLines"":117,""commentLines"":1,""language"":""Ruby""},{""blankLines"":21,""codeLines"":75,""commentLines"":15,""language"":""Java""}]","2013-10-10T07:30:00","f8aab09ed6f141b1e9ec1813682178394b125572",true,false,false,false,"{""Ruby"":3228,""Java"":3107}","bug;duplicate;enhancement;invalid;question;wontfix",""
"13980354","atalanta/cucumber-chef",false,"1075","3","0","58","Ruby","master","Apache License 2.0","http://cucumber-chef.org","18","271","12","2908","2011-06-14T11:28:17","2013-11-01T11:34:43","2021-01-13T07:31:49","100","14","37","2","1379","4298","1200","[{""blankLines"":416,""codeLines"":1144,""commentLines"":0,""language"":""Markdown""},{""blankLines"":895,""codeLines"":2812,""commentLines"":1200,""language"":""Ruby""},{""blankLines"":56,""codeLines"":300,""commentLines"":0,""language"":""ERB""},{""blankLines"":6,""codeLines"":12,""commentLines"":0,""language"":""YAML""},{""blankLines"":6,""codeLines"":30,""commentLines"":0,""language"":""Cucumber""}]","2013-11-01T11:27:26","d2db3031527ae6b836accf07a6b4054c2d3eeb81",true,false,false,false,"{""Ruby"":173499}","announcement;aws;bug;discussion;feature;fixed;vagrant",""
"13980504","petems/cucumber-puppet",false,"343","2","0","19","Ruby","master","ISC License","http://projects.puppetlabs.com/projects/cucumber-puppet","6","105","5","858","2010-04-11T12:39:52","2013-11-06T01:31:59","2020-05-24T10:02:51","10","2","13","1","319","1557","86","[{""blankLines"":0,""codeLines"":81,""commentLines"":0,""language"":""YAML""},{""blankLines"":94,""codeLines"":162,""commentLines"":0,""language"":""Markdown""},{""blankLines"":9,""codeLines"":62,""commentLines"":2,""language"":""Puppet""},{""blankLines"":43,""codeLines"":283,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":173,""codeLines"":969,""commentLines"":84,""language"":""Ruby""}]","2013-11-06T12:33:58","0534ad7eb761de73480ead71a67807774ae92fde",true,false,false,false,"{""Ruby"":33804,""Puppet"":1085}","",""
"13982841","petems/cucumber-puppet.example",false,"28","1","0","6","Ruby","master",,,"3","15","1","111","2011-12-09T09:43:01","2013-10-23T11:37:06","2018-11-13T10:05:27","0","0","0","0","56","261","11","[{""blankLines"":8,""codeLines"":33,""commentLines"":0,""language"":""ERB""},{""blankLines"":0,""codeLines"":10,""commentLines"":0,""language"":""YAML""},{""blankLines"":6,""codeLines"":41,""commentLines"":1,""language"":""Cucumber""},{""blankLines"":5,""codeLines"":17,""commentLines"":0,""language"":""Markdown""},{""blankLines"":3,""codeLines"":18,""commentLines"":0,""language"":""Puppet""},{""blankLines"":34,""codeLines"":142,""commentLines"":10,""language"":""Ruby""}]","2013-10-23T11:37:06","a7de2214074fa42f858f827308fe61d95c7ab9d9",true,false,false,false,"{""Ruby"":3526,""Puppet"":394}","",""
"13985389","netzpirat/guard-cucumber",false,"230","1","0","54","Ruby","master","MIT License","https://rubygems.org/gems/guard-cucumber","7","37","17","561","2010-10-28T04:07:05","2014-01-20T05:19:54","2020-03-06T09:34:29","30","1","16","0","348","1186","200","[{""blankLines"":188,""codeLines"":849,""commentLines"":200,""language"":""Ruby""},{""blankLines"":0,""codeLines"":14,""commentLines"":0,""language"":""YAML""},{""blankLines"":160,""codeLines"":323,""commentLines"":0,""language"":""Markdown""}]","2014-01-20T05:19:36","1e46cae9f3eedc309c8f0b1c008990f22650d36c",true,false,false,false,"{""Ruby"":47011}","feature request",""
"13991079","distributedlife/cucumber_timing_presenter",false,"31","1","0","1","Ruby","master","MIT License",,"4","13","2","187","2011-10-23T11:37:22","2014-04-02T03:17:51","2020-12-14T10:49:32","3","2","1","0","143","734","12","[{""blankLines"":133,""codeLines"":575,""commentLines"":10,""language"":""Ruby""},{""blankLines"":8,""codeLines"":14,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1,""codeLines"":91,""commentLines"":2,""language"":""JavaScript""},{""blankLines"":1,""codeLines"":54,""commentLines"":0,""language"":""HTML""}]","2014-04-02T03:17:51","20aa52962f836acfda2f21d814db17e736f84e55",true,true,false,false,"{""Ruby"":110469}","",""
"13999544","garethr/vagrant-cucumber-host",false,"13","1","0","0","Ruby","master","MIT License",,"3","10","1","148","2014-03-07T10:14:10","2014-08-24T05:11:55","2017-02-27T08:26:46","0","0","0","0","26","127","1","[{""blankLines"":15,""codeLines"":94,""commentLines"":1,""language"":""Ruby""},{""blankLines"":0,""codeLines"":9,""commentLines"":0,""language"":""YAML""},{""blankLines"":11,""codeLines"":24,""commentLines"":0,""language"":""Markdown""}]","2014-08-24T05:11:20","640ce22907fac8e519739d8ca05ad69533e54cef",true,false,false,false,"{""Ruby"":3221}","bug;duplicate;enhancement;invalid;question;wontfix",""
"14002936","vidmantas/cucumberator",false,"42","2","0","3","Ruby","master","MIT License","https://rubygems.org/gems/cucumberator","1","13","4","267","2011-09-14T11:41:41","2015-01-13T02:52:14","2019-05-28T05:39:17","4","0","5","0","159","985","18","[{""blankLines"":47,""codeLines"":463,""commentLines"":7,""language"":""Cucumber""},{""blankLines"":30,""codeLines"":64,""commentLines"":0,""language"":""Markdown""},{""blankLines"":82,""codeLines"":450,""commentLines"":11,""language"":""Ruby""},{""blankLines"":0,""codeLines"":8,""commentLines"":0,""language"":""YAML""}]","2015-01-13T02:52:09","119edc43b525f3f7b5af5936e100270ffa4aa988",true,false,false,false,"{""Ruby"":14350}","",""
"14006894","makandra/cucumber_spinner",false,"27","1","0","2","Ruby","master","MIT License","http://makandra.com","10","17","5","143","2010-07-28T03:26:40","2015-01-21T11:07:43","2019-08-13T02:35:19","2","1","1","0","47","199","9","[{""blankLines"":47,""codeLines"":199,""commentLines"":9,""language"":""Ruby""}]","2015-01-21T11:07:39","987c55886f5add09a30de103fa0078b72ca49f54",true,false,false,false,"{""Ruby"":7082}","",""
"14011849","sameer49/selenium-cucumber-ruby",false,"94","2","1","17","Ruby","master","Other","https://seleniumcucumber.info","10","17","6","6571","2014-06-12T10:00:48","2015-04-12T04:49:08","2019-08-13T03:43:38","15","1","16","0","518","1596","237","[{""blankLines"":87,""codeLines"":127,""commentLines"":0,""language"":""Markdown""},{""blankLines"":155,""codeLines"":326,""commentLines"":12,""language"":""Cucumber""},{""blankLines"":43,""codeLines"":208,""commentLines"":0,""language"":""HTML""},{""blankLines"":233,""codeLines"":935,""commentLines"":225,""language"":""Ruby""}]","2015-04-12T04:49:07","418377331d3ad68dcc32e139da2e27cbe97357ed",true,false,false,false,"{""Ruby"":52488,""Gherkin"":18792,""HTML"":7765}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"14024431","jwarykowski/capybara-cucumber-ruby-kickstarter",false,"56","3","0","5","Ruby","master","MIT License",,"3","11","1","357","2013-04-10T09:59:06","2015-10-13T05:00:51","2020-10-16T05:32:37","0","0","0","0","35","163","4","[{""blankLines"":8,""codeLines"":28,""commentLines"":0,""language"":""Markdown""},{""blankLines"":5,""codeLines"":22,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":4,""codeLines"":14,""commentLines"":0,""language"":""YAML""},{""blankLines"":18,""codeLines"":99,""commentLines"":4,""language"":""Ruby""}]","2015-10-13T05:00:45","b277fb5b141baaa7b60d783691e9873ea6c9f69a",false,false,false,false,"{""Ruby"":3849,""Gherkin"":1223}","bug;duplicate;enhancement;invalid;question;wontfix",""
"14031374","cucumber-attic/cucumber-tck",false,"50","5","0","17","Ruby","master",,,"23","42","5","42","2011-06-01T11:28:38","2016-03-11T08:49:11","2020-06-05T07:05:18","13","5","7","0","148","782","20","[{""blankLines"":6,""codeLines"":7,""commentLines"":0,""language"":""Markdown""},{""blankLines"":63,""codeLines"":484,""commentLines"":16,""language"":""Cucumber""},{""blankLines"":79,""codeLines"":291,""commentLines"":4,""language"":""Ruby""}]","2014-03-05T03:01:54","05b4fbced93245f30393a21a21dd7b23472816f1",true,true,false,false,"{""Ruby"":10251}","",""
"14037721","nstielau/cucumber-varnishtest",false,"25","1","0","0","Ruby","master","MIT License",,"3","29","1","34","2016-05-05T06:31:21","2016-05-09T04:27:43","2020-01-02T04:21:03","0","0","0","0","68","255","15","[{""blankLines"":5,""codeLines"":29,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":35,""codeLines"":138,""commentLines"":15,""language"":""Ruby""},{""blankLines"":28,""codeLines"":88,""commentLines"":0,""language"":""Markdown""}]","2016-05-09T04:27:30","6ce9eb20df7741527accaf0b89ba08a60b173c5d",true,false,false,false,"{""Ruby"":5335,""Gherkin"":1107,""Perl"":214}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"14043281","proffalken/cucumber-vhost",false,"46","1","0","3","Ruby","master","GNU General Public License v3.0","http://www.threedrunkensysadsonthe.net/","1","27","0","44","2010-06-18T01:24:42","2016-07-29T03:35:10","2020-11-27T04:36:04","0","0","0","0","61","203","62","[{""blankLines"":50,""codeLines"":171,""commentLines"":56,""language"":""Ruby""},{""blankLines"":6,""codeLines"":8,""commentLines"":6,""language"":""YAML""},{""blankLines"":5,""codeLines"":24,""commentLines"":0,""language"":""Cucumber""}]","2016-07-29T03:35:09","9a376d4e3ace43080d876ce6e149c0effe79b560",true,false,false,false,"{""Ruby"":9661,""Gherkin"":1137}","",""
"14078610","gricsi/cross-platform-appium-cucumber-test-example",false,"5","1","0","9","Ruby","dev",,,"4","16","1","260","2016-04-19T09:50:59","2017-10-10T07:47:15","2020-12-31T12:07:12","0","0","1","1","139","404","27","[{""blankLines"":37,""codeLines"":75,""commentLines"":0,""language"":""Markdown""},{""blankLines"":95,""codeLines"":299,""commentLines"":27,""language"":""Ruby""},{""blankLines"":7,""codeLines"":30,""commentLines"":0,""language"":""Cucumber""}]","2016-07-26T08:13:07","8e86d5a63eb32eb79a5e0eb20dee2d0d64194b60",true,false,false,false,"{""Ruby"":11880,""Gherkin"":1011}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"14085767","singram/cucumber_characteristics",false,"36","9","0","4","Ruby","master","MIT License",,"2","12","1","86","2014-06-07T10:44:52","2018-01-23T02:57:23","2019-04-25T06:47:57","5","1","2","1","186","1396","36","[{""blankLines"":107,""codeLines"":689,""commentLines"":26,""language"":""Ruby""},{""blankLines"":1,""codeLines"":12,""commentLines"":1,""language"":""YAML""},{""blankLines"":59,""codeLines"":99,""commentLines"":0,""language"":""Markdown""},{""blankLines"":0,""codeLines"":1,""commentLines"":0,""language"":""JSON""},{""blankLines"":10,""codeLines"":51,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":7,""codeLines"":175,""commentLines"":3,""language"":""Haml""},{""blankLines"":2,""codeLines"":369,""commentLines"":6,""language"":""HTML""}]","2017-04-28T07:22:36","c875e999f98eac717766df84fe05abb96273e397",true,false,false,false,"{""Ruby"":30805,""HTML"":24532,""Gherkin"":2202}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"14096774","alienfast/cucumber_statistics",false,"49","1","0","12","Ruby","master","Other",,"3","15","2","72","2014-03-16T07:47:53","2018-06-20T09:00:16","2021-03-04T12:00:38","12","4","6","0","238","1255","92","[{""blankLines"":198,""codeLines"":818,""commentLines"":57,""language"":""Ruby""},{""blankLines"":20,""codeLines"":132,""commentLines"":17,""language"":""Haml""},{""blankLines"":19,""codeLines"":25,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1,""codeLines"":280,""commentLines"":18,""language"":""HTML""}]","2018-06-20T08:59:41","f7dfef4e1d1a0eac02a41d0caf1bdb7fdaae77b2",true,false,false,false,"{""Ruby"":33905,""HTML"":20614}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"14102452","haroon-sheikh/cucumber-appium-ruby-example",false,"26","1","0","11","Ruby","master",,,"2","18","2","38","2016-02-05T10:21:48","2025-06-12T10:30:46","2025-06-12T10:30:43","2","0","20","0","290","1174","39","[{""blankLines"":2,""codeLines"":9,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":247,""codeLines"":1049,""commentLines"":30,""language"":""Ruby""},{""blankLines"":34,""codeLines"":48,""commentLines"":0,""language"":""Markdown""},{""blankLines"":7,""codeLines"":68,""commentLines"":9,""language"":""YAML""}]","2025-06-12T10:30:38","ea29a2ea93c94b69c126b272f01eca16f01f34a9",false,false,false,false,"{""Ruby"":31084,""Gherkin"":320}","bug;dependencies;duplicate;enhancement;help wanted;invalid;question;wontfix","appium-server;bdd;bdd-tests;behavior-driven-development;cucumber;cucumber-appium-ruby;ruby;testing"
"14105952","graze/cucumber-rest-bdd",false,"61","3","2","14","Ruby","master","MIT License",,"11","35","1","283","2016-11-21T12:42:45","2018-11-19T11:16:50","2021-01-29T01:16:12","6","3","23","0","334","43020","78","[{""blankLines"":128,""codeLines"":853,""commentLines"":76,""language"":""Ruby""},{""blankLines"":6,""codeLines"":15,""commentLines"":0,""language"":""make""},{""blankLines"":2,""codeLines"":5,""commentLines"":0,""language"":""Bourne Again Shell""},{""blankLines"":0,""codeLines"":41049,""commentLines"":0,""language"":""JSON""},{""blankLines"":6,""codeLines"":63,""commentLines"":2,""language"":""YAML""},{""blankLines"":136,""codeLines"":465,""commentLines"":0,""language"":""Markdown""},{""blankLines"":12,""codeLines"":97,""commentLines"":0,""language"":""Dockerfile""},{""blankLines"":0,""codeLines"":14,""commentLines"":0,""language"":""JavaScript""},{""blankLines"":44,""codeLines"":459,""commentLines"":0,""language"":""Cucumber""}]","2018-11-19T11:14:52","954fdbea4fea2a5109afa4a09fca009cf86fdff7",false,false,false,false,"{""Ruby"":32794,""Gherkin"":26989,""Dockerfile"":2121,""Makefile"":530,""JavaScript"":360,""Shell"":176}","bug;duplicate;enhancement;hackos;help wanted;invalid;question;wontfix",""
"14123503","martinciu/fuubar-cucumber",false,"107","1","0","26","Ruby","master","MIT License","http://martinciu.com/2010/10/fuubar-cucumber.html","3","60","17","48","2010-11-20T02:16:12","2019-06-11T07:30:32","2019-06-11T07:29:12","16","1","19","0","49","191","2","[{""blankLines"":13,""codeLines"":28,""commentLines"":0,""language"":""Markdown""},{""blankLines"":36,""codeLines"":163,""commentLines"":2,""language"":""Ruby""}]","2019-06-11T07:29:05","990d1208c02893276c7877020e90888c04f1825d",false,false,false,false,"{""Ruby"":6091}","",""
"14133210","enkessler/cucumber_analytics",false,"301","9","0","2","Ruby","master","MIT License",,"2","11","1","421","2012-09-19T05:36:50","2019-10-17T09:26:41","2021-02-09T06:24:58","2","0","0","0","2327","6716","266","[{""blankLines"":100,""codeLines"":148,""commentLines"":0,""language"":""Markdown""},{""blankLines"":1759,""codeLines"":4311,""commentLines"":265,""language"":""Ruby""},{""blankLines"":3,""codeLines"":8,""commentLines"":1,""language"":""YAML""},{""blankLines"":465,""codeLines"":2249,""commentLines"":0,""language"":""Cucumber""}]","2016-10-20T03:37:16","a74642d30b3566fc11fb43c920518fea4587c6bd",true,false,false,false,"{""Ruby"":185316,""Gherkin"":71130}","bug;duplicate;enhancement;invalid;question;wontfix",""
"14135375","thuss/standalone-cucumber",false,"26","5","0","46","Ruby","master",,,"6","96","6","19","2010-10-26T08:49:41","2020-06-25T12:43:23","2019-12-14T04:37:54","0","0","10","4","8","35","0","[{""blankLines"":7,""codeLines"":27,""commentLines"":0,""language"":""Ruby""},{""blankLines"":1,""codeLines"":8,""commentLines"":0,""language"":""Cucumber""}]","2017-11-07T10:00:08","345d284ca3e7a42437524cec01e5929924e4fcd8",true,false,false,false,"{""Ruby"":2734,""Gherkin"":294}","dependencies",""
"14143042","moduscreateorg/cucumber-watir",false,"39","2","0","9","Ruby","master","MIT License",,"33","16","4","69","2014-08-19T05:50:21","2020-02-04T10:24:19","2020-02-04T10:24:21","5","2","8","0","157","449","24","[{""blankLines"":72,""codeLines"":292,""commentLines"":24,""language"":""Ruby""},{""blankLines"":0,""codeLines"":1,""commentLines"":0,""language"":""YAML""},{""blankLines"":82,""codeLines"":131,""commentLines"":0,""language"":""Markdown""},{""blankLines"":3,""codeLines"":25,""commentLines"":0,""language"":""Cucumber""}]","2020-02-04T10:24:17","9f318da4b304e88c3d9fa7f25be05a98a295b87d",true,false,false,false,"{""Ruby"":11774,""Gherkin"":1147}","bug;duplicate;enhancement;help wanted;invalid;question;wontfix",""
"14144378","railsapps/rails3-devise-rspec-cucumber",false,"163","4","0","147","Ruby","master",,"http://railsapps.github.io/","20","455","11","285","2011-05-15T09:02:49","2020-02-29T08:35:15","2020-07-22T08:46:40","37","5","19","3","354","1147","577","[{""blankLines"":5,""codeLines"":89,""commentLines"":20,""language"":""YAML""},{""blankLines"":0,""codeLines"":0,""commentLines"":3,""language"":""CoffeeScript""},{""blankLines"":3,""codeLines"":71,""commentLines"":3,""language"":""HTML""},{""blankLines"":20,""codeLines"":118,""commentLines"":0,""language"":""ERB""},{""blankLines"":21,""codeLines"":107,""commentLines"":0,""language"":""Cucumber""},{""blankLines"":305,""codeLines"":725,""commentLines"":533,""language"":""Ruby""},{""blankLines"":0,""codeLines"":37,""commentLines"":3,""language"":""Sass""},{""blankLines"":0,""codeLines"":0,""commentLines"":15,""language"":""JavaScript""}]","2016-05-27T05:37:19","0f1c3adb15f05a9902d4186ed699eb8d43664293",true,false,false,false,"{""Ruby"":60071,""HTML"":6664,""Gherkin"":4182,""CSS"":1074,""JavaScript"":641,""CoffeeScript"":229}","dependencies",""
"14144710","auxesis/cucumber-nagios",false,"309","6","0","44","Ruby","master","MIT License","http://cucumber-nagios.org/","9","264","14","11021","2009-03-04T04:52:01","2020-07-28T03:57:08","2020-06-21T08:58:02","74","21","28","6","318","1045","152","[{""blankLines"":142,""codeLines"":286,""commentLines"":0,""language"":""Markdown""},{""blankLines"":25,""codeLines"":101,""commentLines"":12,""language"":""Cucumber""},{""blankLines"":151,""codeLines"":658,""commentLines"":140,""language"":""Ruby""}]","2013-01-03T10:42:09","3d69f44ffa9c91a43ec9b658ef8cf7fbd739a91e",true,false,false,false,"{""Ruby"":26818,""Shell"":50}","1.0;1.1;bug;chore;dependencies;feature",""
